room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
11891817,1472,15462009,Entire home/apt,,Edinburgh,,New Town,42,5.0,7,3.0,,335.0,,"Spacious and Central Georgian Flat, New Town",2017-07-22 05:10:46.325666,55.955298,-3.196536,0101000020E6100000ACE46377819209C094F7713447FA4B40
13790980,1472,80188879,Entire home/apt,,Edinburgh,,Calton,0,0.0,5,2.0,,402.0,,"9 Blenheim Place, New Town, EH7 5JH",2017-07-22 05:10:46.318605,55.956578,-3.183867,0101000020E61000005182FE428F7809C05B09DD2571FA4B40
19806093,1472,139897370,Entire home/apt,,Edinburgh,,Fountainbridge,0,0.0,7,3.0,,402.0,,City Centre with Parking & Garden Ideal for Family,2017-07-22 05:10:44.267764,55.939245,-3.210855,0101000020E6100000AB9509BFD4AF09C03CF71E2E39F84B40
19089700,1472,6200382,Entire home/apt,,Edinburgh,,Holyrood,0,0.0,7,3.0,,308.0,,"Festival Let available, 5 minutes to  Royal Mile!",2017-07-22 05:06:44.792801,55.957098,-3.168169,0101000020E6100000B29B19FD685809C09488F02F82FA4B40
14597983,1472,42016449,Entire home/apt,,Edinburgh,,Southside,1,0.0,6,3.0,,193.0,,"Bright, Spacious 3 bed Overlooking meadows",2017-07-22 05:03:39.132129,55.941046,-3.181972,0101000020E61000003C4D66BCAD7409C00C04013274F84B40
14245519,1472,86682456,Entire home/apt,,Edinburgh,,New Town,0,0.0,4,1.0,,201.0,,Beautiful New Town flat,2017-07-22 05:03:33.061772,55.957455,-3.202137,0101000020E61000000F7EE200FA9D09C02332ACE28DFA4B40
14710166,1472,25841853,Entire home/apt,,Edinburgh,,Portobello,0,0.0,6,4.0,,190.0,,Beautiful Georgian seaside cottage,2017-07-22 05:02:23.141909,55.954376,-3.111567,0101000020E6100000AE80423D7DE408C02D0B26FE28FA4B40
4572525,1472,19173145,Entire home/apt,,Edinburgh,,Dean,0,0.0,4,2.0,,201.0,,338 - Comfy 2 Bed Apt with Parking,2017-07-22 05:00:24.309585,55.954587,-3.23119,0101000020E6100000444C89247AD909C0E71725E82FFA4B40
19222362,1472,134548224,Entire home/apt,,Edinburgh,,Colinton,2,0.0,6,2.0,,131.0,,Historic Apartment in Colinton Village,2017-07-22 04:30:11.366638,55.906849,-3.259078,0101000020E61000009BE7887C97120AC085B4C6A013F44B40
8067686,1472,42612343,Entire home/apt,,Edinburgh,,New Town,0,0.0,2,1.0,,134.0,,Elegant Central One Bed Flat,2017-07-22 04:29:00.127465,55.958708,-3.198473,0101000020E6100000B01C2103799609C0F03499F1B6FA4B40
6699929,1472,3336672,Entire home/apt,,Edinburgh,,Tollcross,6,4.5,4,2.0,,140.0,,2 Bed In The Grassmarket with WIFI,2017-07-22 04:27:35.282645,55.945708,-3.199467,0101000020E6100000C30C8D27829809C065C8B1F50CF94B40
17837315,1472,122000324,Entire home/apt,,Edinburgh,,North Morningside,4,5.0,14,6.0,,936.0,,The Lane Hotel,2017-07-22 04:00:27.691740,55.927583,-3.206007,0101000020E610000001FA7DFFE6A509C0ACA92C0ABBF64B40
11027399,1472,20923270,Entire home/apt,,Edinburgh,,Marchmont,2,0.0,11,6.0,,883.0,,*Festival Availability* The Mansion @ The Grange,2017-07-22 04:00:27.689013,55.934224,-3.20268,0101000020E61000001E6D1CB1169F09C0B491EBA694F74B40
11559812,1472,19173145,Entire home/apt,,Edinburgh,,Holyrood,3,5.0,6,3.0,,991.0,,379 - stylish 3 bedroom apartment,2017-07-22 04:00:27.687022,55.950704,-3.175615,0101000020E61000000F7F4DD6A86709C094162EABB0F94B40
5811003,1472,29624831,Entire home/apt,,Edinburgh,,Murrayfield,5,3.5,16,7.0,,801.0,,Huge New town city centre apartment Sleeps 18,2017-07-22 04:00:27.684946,55.948397,-3.214004,0101000020E61000009AB4A9BA47B609C0F04FA91265F94B40
13954823,1472,53339107,Entire home/apt,,Edinburgh,,Merchiston,1,0.0,5,3.0,,802.0,,Beautiful City Centre Flat,2017-07-22 04:00:27.681221,55.936954,-3.215331,0101000020E610000012859675FFB809C09EEDD11BEEF74B40
7655925,1472,39814221,Entire home/apt,,Edinburgh,,Holyrood,41,5.0,16,7.0,,802.0,,Holyrood Farmhouse by Arthur's Seat.  7 bedrooms.,2017-07-22 04:00:27.678627,55.955295,-3.1635,0101000020E6100000022B8716D94E09C02384471B47FA4B40
19649979,1472,96435644,Entire home/apt,,Edinburgh,,Holyrood,0,0.0,6,2.0,,802.0,,Penthouse Flat on The Royal Mile - Festival Home,2017-07-22 04:00:27.675213,55.94982,-3.183791,0101000020E6100000A164726A677809C01A8BA6B393F94B40
18422033,1472,47692516,Entire home/apt,,Edinburgh,,New Town,1,0.0,10,5.0,,735.0,,Luxury Townhouse with Private Garden & Cinema,2017-07-22 04:00:27.673184,55.956831,-3.192854,0101000020E6100000E738B709F78A09C045662E7079FA4B40
4806211,1472,24757920,Entire home/apt,,Edinburgh,,New Town,21,5.0,10,5.0,,802.0,,14 Dublin Street Lane Sth,2017-07-22 04:00:27.669450,55.956038,-3.189952,0101000020E6100000747ADE8D058509C0DBDD03745FFA4B40
16773882,1472,27358932,Entire home/apt,,Edinburgh,,Newhaven,20,5.0,6,2.0,,668.0,,7/21 STUNNING 2 BED APARTMENT WITH SOFA BED,2017-07-22 04:00:25.927232,55.984711,-3.189705,0101000020E6100000F819170E848409C0778192020BFE4B40
3805744,1472,19173145,Entire home/apt,,Edinburgh,,Southside,21,4.0,4,2.0,,528.0,,367 - Cosy 2 bed old town Apt,2017-07-22 04:00:25.923999,55.945237,-3.183985,0101000020E6100000F0A2AF20CD7809C00DFCA886FDF84B40
11890886,1472,27358932,Entire home/apt,,Edinburgh,,Newhaven,20,4.5,4,2.0,,668.0,,GROUND PATIO APT 2DB WIFI PRKNG 7/3,2017-07-22 04:00:25.921294,55.986205,-3.188907,0101000020E61000003FE257ACE18209C06A1327F73BFE4B40
2972298,1472,1641675,Entire home/apt,,Edinburgh,,Southside,0,0.0,7,5.0,,520.0,,Clerk Street - 5 bedroom/with WIFI,2017-07-22 04:00:25.919177,55.94111,-3.181097,0101000020E6100000CD3AE3FBE27209C023F8DF4A76F84B40
9483806,1472,19173145,Entire home/apt,,Edinburgh,,Holyrood,9,5.0,5,2.0,,713.0,,388 Old Tolbooth Wynd Apartment,2017-07-22 04:00:25.916850,55.9523,-3.181667,0101000020E61000007619FED30D7409C08BFD65F7E4F94B40
14021652,1472,27358932,Entire home/apt,,Edinburgh,,Newhaven,5,4.0,6,2.0,,667.0,,3/2 TWO BED APT GROUND FLOOR,2017-07-22 04:00:25.913960,55.986043,-3.188401,0101000020E610000002452C62D88109C091B932A836FE4B40
13455027,1472,54952200,Entire home/apt,,Edinburgh,,Broughton,0,0.0,9,4.0,,602.0,,"City Centre, 4 Bed Quality Flat",2017-07-22 04:00:25.911518,55.959656,-3.188887,0101000020E6100000CD1DFD2FD78209C081B4FF01D6FA4B40
5924596,1472,19173145,Entire home/apt,,Edinburgh,,Holyrood,37,5.0,4,2.0,,555.0,,393 Old Tolbooth Wynd,2017-07-22 04:00:25.909114,55.951633,-3.181603,0101000020E61000000AD80E46EC7309C0AE65321CCFF94B40
13963143,1472,2395141,Entire home/apt,,Edinburgh,,New Town,1,0.0,6,3.0,,536.0,,"Unique, city centre, home from home",2017-07-22 04:00:25.902073,55.956827,-3.194357,0101000020E610000048FDF50A0B8E09C00377A04E79FA4B40
12187152,1472,2636321,Entire home/apt,,Edinburgh,,Southside,2,0.0,14,4.0,,536.0,,5 BEDROOM HOUSE - PRIVATE GARDEN - OLD TOWN,2017-07-22 04:00:25.899421,55.940213,-3.177801,0101000020E61000009B9141EE226C09C014234BE658F84B40
14845592,1472,16872604,Entire home/apt,,Edinburgh,,Lorne,0,0.0,6,3.0,,668.0,,Flat near Leith Links,2017-07-22 04:00:25.897172,55.969048,-3.168977,0101000020E6100000A435069D105A09C08A20CEC309FC4B40
13457612,1472,1641675,Entire home/apt,,Edinburgh,,Murrayfield,0,0.0,10,5.0,,542.0,,"Spacious 5 Bed West End Apartment, Edinburgh (2)",2017-07-22 04:00:25.895073,55.950677,-3.21112,0101000020E61000008E40BCAE5FB009C09A07B0C8AFF94B40
5238360,1472,17110668,Entire home/apt,,Edinburgh,,New Town,25,4.5,14,4.0,,536.0,,Dundas- city centre - sleeps 14,2017-07-22 04:00:25.892075,55.958444,-3.199604,0101000020E6100000CE3461FBC99809C01286014BAEFA4B40
13056575,1472,72290300,Entire home/apt,,Edinburgh,,Sciennes,8,5.0,16,4.0,,721.0,,Luxury Edinburgh Flat Sleeping 34,2017-07-22 04:00:25.197502,55.935047,-3.194093,0101000020E61000006B0F7BA1808D09C0889CBE9EAFF74B40
12899915,1472,67863557,Entire home/apt,,Edinburgh,,Dalry,7,4.5,11,5.0,,716.0,,"Lovely sunny Penthouse Apartm. Central, Haymarket",2017-07-22 04:00:25.195472,55.94403,-3.22549,0101000020E6100000AF997CB3CDCD09C0B0389CF9D5F84B40
16775134,1472,27358932,Entire home/apt,,Edinburgh,,Newhaven,0,0.0,6,2.0,,668.0,,8/12M GREAT 2 BED APARTMENT FREE WIFI,2017-07-22 04:00:25.192854,55.986046,-3.190104,0101000020E6100000D4B5F63E558509C0022D5DC136FE4B40
4636411,1472,19173145,Entire home/apt,,Edinburgh,,Broughton,20,5.0,6,2.0,,556.0,,201 - Annandale Street apartment 1,2017-07-22 04:00:25.190429,55.960607,-3.186834,0101000020E6100000363FFED2A27E09C083A7902BF5FA4B40
603443,1472,2711564,Entire home/apt,,Edinburgh,,Holyrood,0,0.0,6,1.0,,582.0,,2 Bedroom 1 Bathroom Apartment on the Royal Mile,2017-07-22 04:00:25.188319,55.950849,-3.187754,0101000020E6100000A48B4D2B858009C09737876BB5F94B40
17692314,1472,2636321,Entire home/apt,,Edinburgh,,Murrayfield,4,4.0,14,7.0,,522.0,,"7 bedroom, Huge central flat, Ideal for big groups",2017-07-22 04:00:25.186142,55.947786,-3.216501,0101000020E61000000E6954E064BB09C0A7CD380D51F94B40
16069053,1472,44375398,Entire home/apt,,Edinburgh,,New Town,0,0.0,4,2.0,,536.0,,City centre Georgian apartment,2017-07-22 04:00:25.182829,55.958345,-3.199798,0101000020E61000001D739EB12F9909C07FA4880CABFA4B40
8326224,1472,36647449,Entire home/apt,,Edinburgh,,New Town,2,0.0,6,3.0,,602.0,,Luxurious New Town Georgian Flat,2017-07-22 04:00:25.180122,55.952559,-3.198558,0101000020E610000093DFA293A59609C057410C74EDF94B40
10065580,1472,8185194,Entire home/apt,,Edinburgh,,Craiglockhart,0,0.0,6,2.0,,528.0,,Victorian Lower Villa for New Year,2017-07-22 04:00:25.175844,55.924867,-3.236174,0101000020E6100000F452B131AFE309C02713B70A62F64B40
18987515,1472,7956235,Entire home/apt,,Edinburgh,,Stockbridge,0,0.0,8,4.0,,536.0,,Stockbridge Apartment,2017-07-22 04:00:25.173831,55.956451,-3.212318,0101000020E610000028D192C7D3B209C0FE9C82FC6CFA4B40
12288313,1472,53619266,Entire home/apt,,Edinburgh,,Lorne,0,0.0,6,4.0,,536.0,,Large top floor duplex,2017-07-22 04:00:25.171275,55.964331,-3.177221,0101000020E6100000B950F9D7F26A09C06EC2BD326FFB4B40
